"Date";"Time";"Global_active_power";"Global_reactive_power";"Voltage";"Global_intensity";"Sub_metering_1";"Sub_metering_2";"Sub_metering_3";"dtm"
"1/2/2007";"09:30:00";1.448;0.124;238.54;6;1;0;18;2007-02-01 09:30:00
"1/2/2007";"09:32:00";1.434;0.122;238.06;6;1;0;18;2007-02-01 09:32:00
"1/2/2007";"09:34:00";1.49;0.256;237.55;6.2;1;0;17;2007-02-01 09:34:00
"1/2/2007";"09:36:00";1.458;0.246;237.49;6.2;1;0;18;2007-02-01 09:36:00
"1/2/2007";"09:38:00";1.444;0.116;238.82;6;1;0;18;2007-02-01 09:38:00
"1/2/2007";"09:40:00";1.418;0.094;238.16;5.8;1;0;17;2007-02-01 09:40:00
"1/2/2007";"09:42:00";1.416;0.094;238.1;5.8;1;0;17;2007-02-01 09:42:00
"1/2/2007";"09:44:00";1.384;0.104;237.39;5.8;1;0;18;2007-02-01 09:44:00
"1/2/2007";"09:46:00";1.3;0;238.16;5.4;1;0;17;2007-02-01 09:46:00
"1/2/2007";"09:48:00";2.402;0;236.87;11;17;0;17;2007-02-01 09:48:00
"1/2/2007";"09:50:00";3.492;0;235.93;14.8;37;0;17;2007-02-01 09:50:00
"1/2/2007";"09:52:00";3.494;0;235.84;14.8;37;0;17;2007-02-01 09:52:00
"1/2/2007";"09:54:00";3.492;0;236;14.8;37;0;18;2007-02-01 09:54:00
"1/2/2007";"09:56:00";3.518;0;237.18;14.8;38;0;17;2007-02-01 09:56:00
"1/2/2007";"09:58:00";3.51;0;236.81;14.8;37;0;17;2007-02-01 09:58:00
"1/2/2007";"10:00:00";3.52;0;237.37;14.8;38;0;17;2007-02-01 10:00:00
"1/2/2007";"10:02:00";3.5;0;236.93;14.6;37;0;17;2007-02-01 10:02:00
"1/2/2007";"10:04:00";1.376;0.112;237.75;5.8;0;0;18;2007-02-01 10:04:00
"1/2/2007";"10:06:00";1.378;0.12;237.81;5.8;0;0;18;2007-02-01 10:06:00
"1/2/2007";"10:08:00";1.372;0.116;236.94;5.8;1;0;17;2007-02-01 10:08:00
"1/2/2007";"10:10:00";1.356;0.11;236.83;5.6;0;0;17;2007-02-01 10:10:00
"1/2/2007";"10:12:00";1.352;0.108;236.58;5.6;0;0;18;2007-02-01 10:12:00
"1/2/2007";"10:14:00";1.362;0.112;237.57;5.6;0;0;17;2007-02-01 10:14:00
"1/2/2007";"10:16:00";1.362;0.112;237.72;5.6;0;0;18;2007-02-01 10:16:00
"1/2/2007";"10:18:00";1.344;0.074;238.78;5.6;0;0;18;2007-02-01 10:18:00
"1/2/2007";"10:20:00";1.322;0;239.14;5.4;0;0;18;2007-02-01 10:20:00
"1/2/2007";"10:22:00";1.348;0.086;238.03;5.6;0;0;17;2007-02-01 10:22:00
"1/2/2007";"10:24:00";1.356;0.088;238.8;5.6;0;0;17;2007-02-01 10:24:00
"1/2/2007";"10:26:00";1.352;0.088;238.55;5.6;0;0;17;2007-02-01 10:26:00
"1/2/2007";"10:28:00";1.352;0.088;238.81;5.6;0;0;17;2007-02-01 10:28:00
"1/2/2007";"10:30:00";1.344;0.086;238.25;5.6;0;0;17;2007-02-01 10:30:00
"1/2/2007";"10:32:00";1.288;0;238.14;5.4;0;0;18;2007-02-01 10:32:00
"1/2/2007";"10:34:00";1.262;0;237.05;5.2;0;0;17;2007-02-01 10:34:00
"1/2/2007";"10:36:00";1.278;0;238.57;5.2;0;0;17;2007-02-01 10:36:00
"1/2/2007";"10:38:00";1.31;0;238.69;5.4;0;0;17;2007-02-01 10:38:00
"1/2/2007";"10:40:00";1.286;0;239.26;5.4;0;0;17;2007-02-01 10:40:00
"1/2/2007";"10:42:00";1.29;0;239.65;5.4;0;0;17;2007-02-01 10:42:00
"1/2/2007";"10:44:00";1.392;0.118;239.06;5.8;0;0;17;2007-02-01 10:44:00
"1/2/2007";"10:46:00";1.394;0.122;239.69;5.8;0;0;17;2007-02-01 10:46:00
"1/2/2007";"10:48:00";1.402;0.126;240.65;5.8;0;0;18;2007-02-01 10:48:00
"1/2/2007";"10:50:00";1.406;0.13;241.42;5.8;0;0;18;2007-02-01 10:50:00
"1/2/2007";"10:52:00";1.41;0.128;241.1;5.8;0;0;18;2007-02-01 10:52:00
"1/2/2007";"10:54:00";1.396;0.124;240.19;5.8;0;0;18;2007-02-01 10:54:00
"1/2/2007";"10:56:00";1.366;0.114;238.13;5.6;0;0;18;2007-02-01 10:56:00
"1/2/2007";"10:58:00";1.372;0.116;238.76;5.6;0;0;18;2007-02-01 10:58:00
"1/2/2007";"11:00:00";1.28;0;238.74;5.2;0;0;17;2007-02-01 11:00:00
"1/2/2007";"11:02:00";1.282;0;238.95;5.2;0;0;17;2007-02-01 11:02:00
"1/2/2007";"11:04:00";1.27;0;237.86;5.2;0;0;17;2007-02-01 11:04:00
"1/2/2007";"11:06:00";1.274;0;238.16;5.2;0;0;17;2007-02-01 11:06:00
"1/2/2007";"11:08:00";1.364;0.09;239;5.6;0;0;18;2007-02-01 11:08:00
"1/2/2007";"11:10:00";1.362;0.09;238.87;5.6;0;0;18;2007-02-01 11:10:00
"1/2/2007";"11:12:00";1.364;0.09;239.23;5.6;0;0;18;2007-02-01 11:12:00
"1/2/2007";"11:14:00";1.354;0.088;238.7;5.6;0;0;18;2007-02-01 11:14:00
"1/2/2007";"11:16:00";1.422;0.204;237.83;6;0;2;17;2007-02-01 11:16:00
"1/2/2007";"11:18:00";1.402;0.176;238.13;5.8;0;1;17;2007-02-01 11:18:00
"1/2/2007";"11:20:00";1.358;0.104;238.35;5.6;0;1;17;2007-02-01 11:20:00
"1/2/2007";"11:22:00";1.37;0.108;238.83;5.6;0;1;17;2007-02-01 11:22:00
"1/2/2007";"11:24:00";1.398;0.126;238.99;5.8;0;2;18;2007-02-01 11:24:00
"1/2/2007";"11:26:00";1.474;0.238;238.87;6.2;0;2;17;2007-02-01 11:26:00
"1/2/2007";"11:28:00";1.488;0.248;240.61;6.2;0;1;17;2007-02-01 11:28:00
"1/2/2007";"11:30:00";1.476;0.246;240.24;6.2;0;1;18;2007-02-01 11:30:00
"1/2/2007";"11:32:00";1.468;0.246;240.32;6.2;0;1;17;2007-02-01 11:32:00
"1/2/2007";"11:34:00";1.462;0.244;240.01;6;0;1;18;2007-02-01 11:34:00
"1/2/2007";"11:36:00";1.45;0.238;239.08;6;0;1;18;2007-02-01 11:36:00
"1/2/2007";"11:38:00";1.446;0.236;238.42;6;0;1;18;2007-02-01 11:38:00
"1/2/2007";"11:40:00";1.378;0.14;238.37;5.8;0;1;17;2007-02-01 11:40:00
"1/2/2007";"11:42:00";1.35;0.104;238.11;5.6;0;2;17;2007-02-01 11:42:00
"1/2/2007";"11:44:00";1.28;0;238.17;5.4;0;0;17;2007-02-01 11:44:00
"1/2/2007";"11:46:00";1.28;0;238.85;5.2;0;0;18;2007-02-01 11:46:00
"1/2/2007";"11:48:00";1.29;0;239.75;5.4;0;0;17;2007-02-01 11:48:00
"1/2/2007";"11:50:00";1.292;0;239.92;5.4;0;0;17;2007-02-01 11:50:00
"1/2/2007";"11:52:00";1.306;0;240.54;5.4;0;0;18;2007-02-01 11:52:00
"1/2/2007";"11:54:00";1.378;0.072;240.71;5.8;0;0;18;2007-02-01 11:54:00
"1/2/2007";"11:56:00";1.384;0.098;241.06;5.6;0;0;18;2007-02-01 11:56:00
"1/2/2007";"11:58:00";1.386;0.1;241.65;5.6;0;0;18;2007-02-01 11:58:00
"1/2/2007";"12:00:00";1.36;0.09;239.57;5.6;0;0;18;2007-02-01 12:00:00
"1/2/2007";"12:02:00";1.364;0.094;240.16;5.6;0;0;17;2007-02-01 12:02:00
"1/2/2007";"12:04:00";1.37;0.096;240.87;5.6;0;0;18;2007-02-01 12:04:00
"1/2/2007";"12:06:00";1.402;0.122;240.03;5.8;0;0;18;2007-02-01 12:06:00
"1/2/2007";"12:08:00";1.402;0.122;239.85;5.8;0;0;17;2007-02-01 12:08:00
"1/2/2007";"12:10:00";1.398;0.122;240.04;5.8;0;0;18;2007-02-01 12:10:00
"1/2/2007";"12:12:00";1.392;0.122;240.14;5.8;0;0;18;2007-02-01 12:12:00
"1/2/2007";"12:14:00";1.39;0.122;240.31;5.8;0;0;17;2007-02-01 12:14:00
"1/2/2007";"12:16:00";1.386;0.122;239.93;5.8;0;0;18;2007-02-01 12:16:00
"1/2/2007";"12:18:00";0.326;0.136;241.03;1.4;0;0;0;2007-02-01 12:18:00
"1/2/2007";"12:20:00";0.326;0.134;240.62;1.4;0;0;0;2007-02-01 12:20:00
"1/2/2007";"12:22:00";0.23;0;240.13;1;0;0;0;2007-02-01 12:22:00
"1/2/2007";"12:24:00";0.23;0;240.29;1;0;0;0;2007-02-01 12:24:00
"1/2/2007";"12:26:00";0.23;0;240.44;1;0;0;0;2007-02-01 12:26:00
"1/2/2007";"12:28:00";0.232;0;240.88;1;0;0;0;2007-02-01 12:28:00
"1/2/2007";"12:30:00";0.23;0;240.53;1;0;0;0;2007-02-01 12:30:00
"1/2/2007";"12:32:00";0.232;0;241.09;1;0;0;0;2007-02-01 12:32:00
"1/2/2007";"12:34:00";0.234;0;241.73;1;0;0;0;2007-02-01 12:34:00
"1/2/2007";"12:36:00";0.232;0;240.81;1;0;0;0;2007-02-01 12:36:00
"1/2/2007";"12:38:00";0.234;0;241.36;1;0;0;0;2007-02-01 12:38:00
"1/2/2007";"12:40:00";0.258;0;241.52;1.2;0;0;0;2007-02-01 12:40:00
"1/2/2007";"12:42:00";0.31;0.11;241.81;1.4;0;0;0;2007-02-01 12:42:00
"1/2/2007";"12:44:00";0.312;0.114;242.79;1.4;0;0;0;2007-02-01 12:44:00
"1/2/2007";"12:46:00";0.368;0.168;241.22;1.8;0;0;0;2007-02-01 12:46:00
"1/2/2007";"12:48:00";0.408;0.236;240.18;2;0;0;0;2007-02-01 12:48:00
"1/2/2007";"12:50:00";0.408;0.246;241.96;2;0;0;0;2007-02-01 12:50:00
"1/2/2007";"12:52:00";0.334;0.14;241.7;1.4;0;0;0;2007-02-01 12:52:00
"1/2/2007";"12:54:00";0.332;0.14;241.55;1.4;0;0;0;2007-02-01 12:54:00
"1/2/2007";"12:56:00";0.33;0.138;241;1.4;0;0;0;2007-02-01 12:56:00
"1/2/2007";"12:58:00";0.328;0.14;241.43;1.4;0;0;0;2007-02-01 12:58:00
"1/2/2007";"13:00:00";0.328;0.144;241.75;1.4;0;0;0;2007-02-01 13:00:00
"1/2/2007";"13:02:00";0.258;0;242.02;1.2;0;0;0;2007-02-01 13:02:00
"1/2/2007";"13:04:00";0.232;0;241.24;1;0;0;0;2007-02-01 13:04:00
"1/2/2007";"13:06:00";0.232;0;240.55;1;0;0;0;2007-02-01 13:06:00
"1/2/2007";"13:08:00";0.23;0;239.88;1;0;0;0;2007-02-01 13:08:00
"1/2/2007";"13:10:00";0.228;0;238.82;1;0;0;0;2007-02-01 13:10:00
"1/2/2007";"13:12:00";0.228;0;238.19;1;0;0;0;2007-02-01 13:12:00
"1/2/2007";"13:14:00";0.228;0;238.71;1;0;0;0;2007-02-01 13:14:00
"1/2/2007";"13:16:00";0.228;0;238.77;1;0;0;0;2007-02-01 13:16:00
"1/2/2007";"13:18:00";0.23;0;239.48;1;0;0;0;2007-02-01 13:18:00
"1/2/2007";"13:20:00";0.23;0;239.85;1;0;0;0;2007-02-01 13:20:00
"1/2/2007";"13:22:00";0.24;0;240.47;1;0;0;0;2007-02-01 13:22:00
"1/2/2007";"13:24:00";0.238;0;240.5;1;0;0;0;2007-02-01 13:24:00
"1/2/2007";"13:26:00";0.238;0;240.74;1;0;0;0;2007-02-01 13:26:00
"1/2/2007";"13:28:00";0.422;0.248;242.06;2;0;0;0;2007-02-01 13:28:00
"1/2/2007";"13:30:00";0.416;0.248;241.88;2;0;0;0;2007-02-01 13:30:00
"1/2/2007";"13:32:00";0.412;0.248;241.79;2;0;0;0;2007-02-01 13:32:00
"1/2/2007";"13:34:00";0.404;0.242;240.96;2;0;0;0;2007-02-01 13:34:00
"1/2/2007";"13:36:00";0.4;0.24;240.73;1.8;0;0;0;2007-02-01 13:36:00
"1/2/2007";"13:38:00";0.396;0.228;240.13;1.8;0;0;0;2007-02-01 13:38:00
"1/2/2007";"13:40:00";0.33;0.132;239.62;1.4;0;0;0;2007-02-01 13:40:00
"1/2/2007";"13:42:00";0.328;0.128;238.64;1.4;0;0;0;2007-02-01 13:42:00
"1/2/2007";"13:44:00";0.288;0.052;239.77;1.4;0;0;0;2007-02-01 13:44:00
"1/2/2007";"13:46:00";0.312;0.12;239.61;1.4;0;1;0;2007-02-01 13:46:00
"1/2/2007";"13:48:00";0.312;0.116;238.77;1.4;0;2;0;2007-02-01 13:48:00
"1/2/2007";"13:50:00";0.312;0.116;238.73;1.4;0;1;0;2007-02-01 13:50:00
"1/2/2007";"13:52:00";0.32;0.12;239.44;1.4;0;1;0;2007-02-01 13:52:00
"1/2/2007";"13:54:00";0.32;0.12;239.77;1.4;0;1;0;2007-02-01 13:54:00
"1/2/2007";"13:56:00";0.32;0.124;240.6;1.4;0;2;0;2007-02-01 13:56:00
"1/2/2007";"13:58:00";0.318;0.122;240.09;1.4;0;1;0;2007-02-01 13:58:00
"1/2/2007";"14:00:00";0.314;0.12;239.7;1.4;0;1;0;2007-02-01 14:00:00
"1/2/2007";"14:02:00";0.31;0.128;241.63;1.4;0;2;0;2007-02-01 14:02:00
"1/2/2007";"14:04:00";0.308;0.128;241.56;1.4;0;1;0;2007-02-01 14:04:00
"1/2/2007";"14:06:00";0.308;0.128;241.56;1.4;0;2;0;2007-02-01 14:06:00
"1/2/2007";"14:08:00";0.358;0.17;241.94;1.8;0;1;0;2007-02-01 14:08:00
"1/2/2007";"14:10:00";0.42;0.268;242.21;2;0;2;0;2007-02-01 14:10:00
"1/2/2007";"14:12:00";0.412;0.258;240.59;2;0;1;0;2007-02-01 14:12:00
"1/2/2007";"14:14:00";0.376;0.164;240;1.8;0;0;0;2007-02-01 14:14:00
"1/2/2007";"14:16:00";0.406;0.236;240.21;2;0;0;0;2007-02-01 14:16:00
"1/2/2007";"14:18:00";0.402;0.238;240.42;2;0;0;0;2007-02-01 14:18:00
"1/2/2007";"14:20:00";0.4;0.24;240.5;1.8;0;0;0;2007-02-01 14:20:00
"1/2/2007";"14:22:00";0.404;0.24;240.52;2;0;0;0;2007-02-01 14:22:00
"1/2/2007";"14:24:00";0.328;0.136;240.43;1.4;0;0;0;2007-02-01 14:24:00
"1/2/2007";"14:26:00";0.25;0;241.45;1;0;0;0;2007-02-01 14:26:00
"1/2/2007";"14:28:00";0.236;0;241.76;1;0;0;0;2007-02-01 14:28:00
"1/2/2007";"14:30:00";0.232;0;241.65;1;0;0;0;2007-02-01 14:30:00
"1/2/2007";"14:32:00";0.232;0;241.03;1;0;0;0;2007-02-01 14:32:00
"1/2/2007";"14:34:00";0.232;0;241.72;1;0;0;0;2007-02-01 14:34:00
"1/2/2007";"14:36:00";0.232;0;240.8;1;0;0;0;2007-02-01 14:36:00
"1/2/2007";"14:38:00";0.24;0;241.97;1;0;0;0;2007-02-01 14:38:00
"1/2/2007";"14:40:00";0.236;0;243.06;1;0;0;0;2007-02-01 14:40:00
"1/2/2007";"14:42:00";0.232;0;241.55;1;0;0;0;2007-02-01 14:42:00
"1/2/2007";"14:44:00";0.232;0;241.32;1;0;0;0;2007-02-01 14:44:00
"1/2/2007";"14:46:00";0.232;0;240.75;1;0;0;0;2007-02-01 14:46:00
"1/2/2007";"14:48:00";0.23;0;240.65;1;0;0;0;2007-02-01 14:48:00
"1/2/2007";"14:50:00";0.344;0.138;241.1;1.6;0;0;0;2007-02-01 14:50:00
"1/2/2007";"14:52:00";0.342;0.148;242.98;1.6;0;0;0;2007-02-01 14:52:00
"1/2/2007";"14:54:00";0.34;0.148;243.24;1.6;0;0;0;2007-02-01 14:54:00
"1/2/2007";"14:56:00";0.336;0.146;242.56;1.4;0;0;0;2007-02-01 14:56:00
"1/2/2007";"14:58:00";0.332;0.144;242.27;1.4;0;0;0;2007-02-01 14:58:00
"1/2/2007";"15:00:00";0.328;0.14;241.24;1.4;0;0;0;2007-02-01 15:00:00
"1/2/2007";"15:02:00";0.374;0.182;241.82;1.8;0;0;0;2007-02-01 15:02:00
"1/2/2007";"15:04:00";0.406;0.248;241.83;2;0;0;0;2007-02-01 15:04:00
"1/2/2007";"15:06:00";0.31;0.112;241.64;1.4;0;0;0;2007-02-01 15:06:00
"1/2/2007";"15:08:00";0.308;0.11;241.43;1.4;0;0;0;2007-02-01 15:08:00
"1/2/2007";"15:10:00";0.304;0.11;241.46;1.4;0;0;0;2007-02-01 15:10:00
"1/2/2007";"15:12:00";0.3;0.104;240.05;1.4;0;0;0;2007-02-01 15:12:00
"1/2/2007";"15:14:00";0.234;0;241.06;1;0;0;0;2007-02-01 15:14:00
"1/2/2007";"15:16:00";0.232;0;241.04;1;0;0;0;2007-02-01 15:16:00
"1/2/2007";"15:18:00";0.234;0;241.81;1;0;0;0;2007-02-01 15:18:00
"1/2/2007";"15:20:00";0.236;0;242.95;1;0;0;0;2007-02-01 15:20:00
"1/2/2007";"15:22:00";0.236;0;242.81;1;0;0;0;2007-02-01 15:22:00
"1/2/2007";"15:24:00";0.236;0;242.72;1;0;0;0;2007-02-01 15:24:00
"1/2/2007";"15:26:00";0.236;0;242.46;1;0;0;0;2007-02-01 15:26:00
"1/2/2007";"15:28:00";0.234;0;242.18;1;0;0;0;2007-02-01 15:28:00
"1/2/2007";"15:30:00";0.318;0.1;244.39;1.4;0;0;0;2007-02-01 15:30:00
"1/2/2007";"15:32:00";0.346;0.154;244.18;1.6;0;0;0;2007-02-01 15:32:00
"1/2/2007";"15:34:00";0.344;0.154;244.09;1.6;0;0;0;2007-02-01 15:34:00
"1/2/2007";"15:36:00";0.34;0.154;244.19;1.6;0;0;0;2007-02-01 15:36:00
"1/2/2007";"15:38:00";0.338;0.158;244.63;1.6;0;0;0;2007-02-01 15:38:00
"1/2/2007";"15:40:00";0.334;0.148;243.04;1.4;0;0;0;2007-02-01 15:40:00
"1/2/2007";"15:42:00";0.334;0.152;243.85;1.4;0;0;0;2007-02-01 15:42:00
"1/2/2007";"15:44:00";0.334;0.152;243.93;1.4;0;0;0;2007-02-01 15:44:00
"1/2/2007";"15:46:00";0.238;0;243.39;1;0;0;0;2007-02-01 15:46:00
"1/2/2007";"15:48:00";0.24;0;244.4;1;0;0;0;2007-02-01 15:48:00
"1/2/2007";"15:50:00";0.324;0.1;244.15;1.6;0;0;0;2007-02-01 15:50:00
"1/2/2007";"15:52:00";0.318;0.118;243.24;1.4;0;0;0;2007-02-01 15:52:00
"1/2/2007";"15:54:00";0.312;0.116;242.92;1.4;0;0;0;2007-02-01 15:54:00
"1/2/2007";"15:56:00";0.31;0.116;242.9;1.4;0;0;0;2007-02-01 15:56:00
"1/2/2007";"15:58:00";0.308;0.116;243.1;1.4;0;0;0;2007-02-01 15:58:00
"1/2/2007";"16:00:00";0.308;0.12;243.7;1.4;0;0;0;2007-02-01 16:00:00
"1/2/2007";"16:02:00";0.236;0;243.15;1;0;0;0;2007-02-01 16:02:00
"1/2/2007";"16:04:00";0.24;0;243.32;1;0;0;0;2007-02-01 16:04:00
"1/2/2007";"16:06:00";0.244;0;242.88;1;0;0;0;2007-02-01 16:06:00
"1/2/2007";"16:08:00";0.244;0;243.03;1;0;0;0;2007-02-01 16:08:00
"1/2/2007";"16:10:00";0.24;0;241.09;1;0;0;0;2007-02-01 16:10:00
"1/2/2007";"16:12:00";0.346;0.142;242.06;1.6;0;0;0;2007-02-01 16:12:00
"1/2/2007";"16:14:00";0.422;0.268;242.18;2;0;0;0;2007-02-01 16:14:00
"1/2/2007";"16:16:00";0.422;0.276;243.2;2;0;1;0;2007-02-01 16:16:00
"1/2/2007";"16:18:00";0.42;0.274;242.9;2;0;1;0;2007-02-01 16:18:00
"1/2/2007";"16:20:00";0.424;0.27;242.35;2;0;2;0;2007-02-01 16:20:00
"1/2/2007";"16:22:00";0.422;0.272;242.55;2;0;2;0;2007-02-01 16:22:00
"1/2/2007";"16:24:00";0.422;0.276;243.35;2;0;1;0;2007-02-01 16:24:00
"1/2/2007";"16:26:00";0.42;0.276;243.23;2;0;1;0;2007-02-01 16:26:00
"1/2/2007";"16:28:00";0.32;0.134;242.61;1.4;0;1;0;2007-02-01 16:28:00
"1/2/2007";"16:30:00";0.312;0.132;242.26;1.4;0;1;0;2007-02-01 16:30:00
"1/2/2007";"16:32:00";0.308;0.124;240.83;1.4;0;1;0;2007-02-01 16:32:00
"1/2/2007";"16:34:00";0.312;0.13;241.86;1.4;0;2;0;2007-02-01 16:34:00
"1/2/2007";"16:36:00";0.314;0.13;242.03;1.4;0;1;0;2007-02-01 16:36:00
"1/2/2007";"16:38:00";0.39;0.238;242.28;1.8;0;1;0;2007-02-01 16:38:00
"1/2/2007";"16:40:00";0.39;0.24;242.6;1.8;0;1;0;2007-02-01 16:40:00
"1/2/2007";"16:42:00";0.39;0.242;243.15;1.8;0;1;0;2007-02-01 16:42:00
"1/2/2007";"16:44:00";0.308;0.118;243.12;1.4;0;0;0;2007-02-01 16:44:00
"1/2/2007";"16:46:00";0.306;0.118;243.1;1.4;0;0;0;2007-02-01 16:46:00
"1/2/2007";"16:48:00";0.248;0;243.8;1;0;0;0;2007-02-01 16:48:00
"1/2/2007";"16:50:00";0.244;0;243.54;1;0;0;0;2007-02-01 16:50:00
"1/2/2007";"16:52:00";0.276;0;244.05;1.2;0;0;0;2007-02-01 16:52:00
"1/2/2007";"16:54:00";0.352;0.148;243.21;1.6;0;0;0;2007-02-01 16:54:00
"1/2/2007";"16:56:00";0.348;0.152;243.94;1.6;0;0;0;2007-02-01 16:56:00
"1/2/2007";"16:58:00";0.342;0.16;245.3;1.6;0;0;0;2007-02-01 16:58:00
"1/2/2007";"17:00:00";0.34;0.16;245.32;1.6;0;0;0;2007-02-01 17:00:00
"1/2/2007";"17:02:00";0.334;0.152;243.91;1.4;0;0;0;2007-02-01 17:02:00
"1/2/2007";"17:04:00";0.334;0.15;243.31;1.4;0;0;0;2007-02-01 17:04:00
"1/2/2007";"17:06:00";0.334;0.144;241.89;1.4;0;0;0;2007-02-01 17:06:00
"1/2/2007";"17:08:00";0.282;0.07;240.77;1.2;0;0;0;2007-02-01 17:08:00
"1/2/2007";"17:10:00";0.232;0;240.9;1;0;0;0;2007-02-01 17:10:00
"1/2/2007";"17:12:00";0.234;0;242.6;1;0;0;0;2007-02-01 17:12:00
"1/2/2007";"17:14:00";0.232;0;241.63;1;0;0;0;2007-02-01 17:14:00
"1/2/2007";"17:16:00";0.232;0;241.57;1;0;0;0;2007-02-01 17:16:00
"1/2/2007";"17:18:00";0.47;0;241.11;2;0;0;0;2007-02-01 17:18:00
"1/2/2007";"17:20:00";0.528;0;241.21;2.2;0;0;0;2007-02-01 17:20:00
"1/2/2007";"17:22:00";0.53;0;241.79;2.2;0;0;0;2007-02-01 17:22:00
"1/2/2007";"17:24:00";0.606;0.086;240.62;2.6;0;0;0;2007-02-01 17:24:00
"1/2/2007";"17:26:00";0.872;0.096;240.67;3.6;0;0;0;2007-02-01 17:26:00
"1/2/2007";"17:28:00";0.922;0.092;239.79;3.8;0;0;0;2007-02-01 17:28:00
"1/2/2007";"17:30:00";0.924;0.096;240.39;3.8;0;0;0;2007-02-01 17:30:00
"1/2/2007";"17:32:00";0.948;0.098;241.41;3.8;0;0;0;2007-02-01 17:32:00
"1/2/2007";"17:34:00";1.04;0.234;241.62;4.4;0;0;0;2007-02-01 17:34:00
"1/2/2007";"17:36:00";1.03;0.232;241.02;4.4;0;0;0;2007-02-01 17:36:00
"1/2/2007";"17:38:00";1.056;0.228;240.49;4.4;0;0;0;2007-02-01 17:38:00
"1/2/2007";"17:40:00";1.268;0.216;239.02;5.4;0;0;0;2007-02-01 17:40:00
"1/2/2007";"17:42:00";1.01;0.222;239.3;4.2;0;0;0;2007-02-01 17:42:00
"1/2/2007";"17:44:00";1.01;0.224;239.48;4.2;0;0;0;2007-02-01 17:44:00
"1/2/2007";"17:46:00";1.008;0.224;239.7;4.2;0;0;0;2007-02-01 17:46:00
"1/2/2007";"17:48:00";1.626;0.316;239.16;7;0;0;0;2007-02-01 17:48:00
"1/2/2007";"17:50:00";1.33;0.192;239.99;5.6;0;0;0;2007-02-01 17:50:00
"1/2/2007";"17:52:00";1.506;0.07;239.77;6.2;0;0;0;2007-02-01 17:52:00
"1/2/2007";"17:54:00";1.46;0;238.87;6;0;0;0;2007-02-01 17:54:00
"1/2/2007";"17:56:00";1.272;0;239.54;5.2;0;0;0;2007-02-01 17:56:00
"1/2/2007";"17:58:00";1.282;0;239.7;5.2;0;0;0;2007-02-01 17:58:00
"1/2/2007";"18:00:00";1.48;0;238.99;6.4;0;0;2;2007-02-01 18:00:00
"1/2/2007";"18:02:00";2.334;0;237.28;9.8;0;0;18;2007-02-01 18:02:00
"1/2/2007";"18:04:00";2.32;0;237.72;9.6;0;0;18;2007-02-01 18:04:00
"1/2/2007";"18:06:00";2.322;0;238.18;9.6;0;0;18;2007-02-01 18:06:00
"1/2/2007";"18:08:00";2.33;0;238.86;9.6;0;0;18;2007-02-01 18:08:00
"1/2/2007";"18:10:00";2.312;0;237.86;9.6;0;0;18;2007-02-01 18:10:00
"1/2/2007";"18:12:00";2.38;0;238.84;10;0;0;17;2007-02-01 18:12:00
"1/2/2007";"18:14:00";2.428;0.114;238.66;10.2;0;0;17;2007-02-01 18:14:00
"1/2/2007";"18:16:00";2.394;0.108;236.9;10;0;0;17;2007-02-01 18:16:00
"1/2/2007";"18:18:00";2.428;0.122;237.73;10.2;0;0;18;2007-02-01 18:18:00
"1/2/2007";"18:20:00";2.502;0.236;238.6;10.4;0;1;17;2007-02-01 18:20:00
"1/2/2007";"18:22:00";2.48;0.23;237.63;10.4;0;1;17;2007-02-01 18:22:00
"1/2/2007";"18:24:00";2.542;0.326;237.07;10.8;0;1;18;2007-02-01 18:24:00
"1/2/2007";"18:26:00";2.558;0.332;238.08;10.8;0;2;17;2007-02-01 18:26:00
"1/2/2007";"18:28:00";2.548;0.328;237.42;10.8;0;2;17;2007-02-01 18:28:00
"1/2/2007";"18:30:00";2.902;0.5;238.04;12.2;0;1;18;2007-02-01 18:30:00
"1/2/2007";"18:32:00";2.524;0.202;238.13;10.6;0;1;17;2007-02-01 18:32:00
"1/2/2007";"18:34:00";2.748;0.194;237.02;11.6;0;2;17;2007-02-01 18:34:00
"1/2/2007";"18:36:00";2.568;0.16;237.14;10.8;0;1;18;2007-02-01 18:36:00
"1/2/2007";"18:38:00";2.444;0.094;237.63;10.2;0;1;17;2007-02-01 18:38:00
"1/2/2007";"18:40:00";2.782;0.088;235.63;11.8;0;1;17;2007-02-01 18:40:00
"1/2/2007";"18:42:00";2.574;0.09;236.49;10.8;0;2;17;2007-02-01 18:42:00
"1/2/2007";"18:44:00";3.414;0.356;235.94;15;0;1;17;2007-02-01 18:44:00
"1/2/2007";"18:46:00";2.668;0.214;236.12;11.2;0;1;17;2007-02-01 18:46:00
"1/2/2007";"18:48:00";2.406;0.22;236.47;10.2;0;1;18;2007-02-01 18:48:00
"1/2/2007";"18:50:00";2.71;0.25;236.12;11.4;0;1;17;2007-02-01 18:50:00
"1/2/2007";"18:52:00";3.016;0.254;237.02;12.6;0;1;17;2007-02-01 18:52:00
"1/2/2007";"18:54:00";2.976;0.23;236.49;12.6;0;1;18;2007-02-01 18:54:00
"1/2/2007";"18:56:00";2.938;0.134;236.74;12.4;0;0;17;2007-02-01 18:56:00
"1/2/2007";"18:58:00";2.996;0.232;236.35;12.6;0;0;17;2007-02-01 18:58:00
